created_at,word
2020-02-24T02:49:46Z,trump
2020-02-24T02:45:04Z,voting
2020-02-24T02:45:04Z,elizabethwarren
2020-02-24T02:45:04Z,texas
2020-02-24T02:45:04Z,primary
2020-02-24T02:44:45Z,voting
2020-02-24T02:44:45Z,elizabethwarren
2020-02-24T02:44:45Z,arizona
2020-02-24T02:44:45Z,primary
2020-02-24T02:44:13Z,i’m
2020-02-24T02:44:13Z,voting
2020-02-24T02:44:13Z,elizabeth
2020-02-24T02:44:13Z,warren
2020-02-24T02:44:13Z,virginia
2020-02-24T02:44:13Z,primary
2020-02-24T02:44:13Z,elizabethwarren2020
2020-02-24T02:44:13Z,elizabethwarren
2020-02-24T02:43:43Z,elizabethwarren
2020-02-24T02:43:43Z,authentic
2020-02-24T02:43:43Z,o.g
2020-02-24T02:43:43Z,bernie
2020-02-24T02:43:43Z,sanders
2020-02-24T02:43:43Z,berniewon
2020-02-24T02:43:09Z,elizabeth
2020-02-24T02:43:09Z,vote
2020-02-24T02:43:09Z,idaho
2020-02-24T02:43:09Z,primaries
2020-02-24T02:43:09Z,elizabethwarren
2020-02-20T16:59:15Z,elizabethwarren
2020-02-20T16:59:15Z,berniesanders
2020-02-20T16:59:15Z,patiently
2020-02-20T16:59:15Z,waiting
2020-02-20T16:59:15Z,democratic
2020-02-20T16:59:15Z,nominee
2020-02-20T16:59:15Z,reverse
2020-02-20T16:59:15Z,bad
2020-02-20T16:59:15Z,trump
2020-02-20T16:59:15Z,signed
2020-02-20T16:59:15Z,4
2020-02-20T16:59:15Z,absolutely
2020-02-20T16:59:15Z,priority
2020-02-20T16:59:15Z,handled
2020-02-20T16:59:15Z,day
2020-02-20T16:59:15Z,1
2020-02-24T02:42:35Z,voting
2020-02-24T02:42:35Z,elizabethwarren
2020-02-24T02:42:35Z,primaries
2020-02-24T02:42:35Z,fracturing
2020-02-24T02:42:35Z,left
2020-02-24T02:42:35Z,defeat
2020-02-24T02:42:35Z,trump
2020-02-24T02:42:35Z,reelect
2020-02-24T02:42:35Z,trump
2020-02-24T02:40:51Z,voting
2020-02-24T02:40:51Z,elizabethwarren
2020-02-24T02:40:51Z,az
2020-02-24T02:40:51Z,primary
2020-02-24T02:40:51Z,inspires
2020-02-24T02:40:51Z,compassion
2020-02-24T02:40:51Z,plans
2020-02-24T02:40:51Z,anti
2020-02-24T02:40:51Z,corruption
2020-02-24T02:40:51Z,guts
2020-02-24T02:40:03Z,voting
2020-02-24T02:40:03Z,elizabethwarren
2020-02-24T02:40:03Z,wa
2020-02-24T02:40:03Z,primary
2020-02-24T02:38:34Z,voting
2020-02-24T02:38:34Z,elizabethwarren
2020-02-24T02:38:34Z,washington
2020-02-24T02:38:34Z,primary
2020-02-24T02:36:46Z,democrats
2020-02-24T02:36:46Z,denounce
2020-02-24T02:36:46Z,division
2020-02-24T02:36:46Z,buttigieg
2020-02-24T02:36:46Z,biden
2020-02-24T02:36:46Z,amy
2020-02-24T02:36:46Z,ew
2020-02-24T02:36:46Z,denounce
2020-02-24T02:36:46Z,division
2020-02-24T02:36:46Z,elizabethwarren
2020-02-24T02:35:54Z,mailed
2020-02-24T02:35:54Z,vote
2020-02-24T02:35:54Z,elizabethwarren
2020-02-24T02:35:54Z,washington
2020-02-24T02:35:54Z,primary
2020-02-24T02:35:42Z,i’m
2020-02-24T02:35:42Z,voting
2020-02-24T02:35:42Z,elizabethwarren
2020-02-24T02:35:42Z,missouri
2020-02-24T02:35:42Z,primary
2020-02-24T02:15:55Z,elizabethwarren
2020-02-24T02:15:55Z,progressive
2020-02-24T02:15:55Z,agenda
2020-02-24T02:15:55Z,rnie
2020-02-24T02:15:55Z,nders
2020-02-24T02:15:55Z,actual
2020-02-24T02:15:55Z,plans
2020-02-24T02:15:55Z,implement
2020-02-24T02:35:11Z,voting
2020-02-24T02:35:11Z,elizabethwarren
2020-02-24T02:35:11Z,super
2020-02-24T02:35:11Z,tuesday
2020-02-24T02:33:57Z,voting
2020-02-24T02:33:57Z,elizabethwarren
2020-02-24T02:33:57Z,ky
2020-02-24T02:33:57Z,primary
2020-02-24T02:33:57Z,candidate
2020-02-24T02:33:57Z,close
2020-02-24T02:33:57Z,changing
2020-02-24T02:33:57Z,mind
2020-02-24T02:33:57Z,hopes
2020-02-24T02:33:57Z,vote
2020-02-24T02:33:57Z,election
2020-02-24T02:33:57Z,win
2020-02-24T02:33:57Z,nomination
2020-02-24T02:33:57Z,vote
2020-02-24T02:33:57Z,dem
2020-02-24T02:33:57Z,candidate
2020-02-24T02:33:53Z,i’m
2020-02-24T02:33:53Z,voting
2020-02-24T02:33:53Z,elizabethwarren
2020-02-24T02:33:53Z,missouri
2020-02-24T02:33:53Z,primary
2020-02-24T02:33:53Z,neverthelessshepersisted
2020-02-24T02:33:53Z,presidentwarren
2020-02-20T02:47:17Z,elizabethwarren
2020-02-20T02:47:17Z,killing
2020-02-20T02:47:17Z,democraticdebate
2020-02-24T02:31:49Z,vote
2020-02-24T02:31:49Z,elizabethwarren
2020-02-24T02:31:49Z,arizona
2020-02-24T02:31:49Z,primary
2020-02-24T02:31:49Z,votebluenomatterwho
2020-02-24T02:31:49Z,nomination
2020-02-24T02:31:49Z,votethemallout2020
2020-02-24T02:31:08Z,voting
2020-02-24T02:31:08Z,elizabethwarren
2020-02-24T02:31:08Z,minnesota
2020-02-24T02:31:08Z,primary
2020-02-24T02:30:40Z,elizabethwarren
2020-02-24T02:30:40Z,warren
2020-02-24T02:30:40Z,lawmakers
2020-02-24T02:30:40Z,actively
2020-02-24T02:30:40Z,addressing
2020-02-24T02:30:40Z,question
2020-02-24T02:30:40Z,managing
2020-02-24T02:30:40Z,u.s
2020-02-24T02:30:40Z,nuclear
2020-02-24T02:30:40Z,arsenal
2020-02-24T02:30:40Z,securing
2020-02-24T02:30:40Z,spot
2020-02-24T02:30:40Z,subcommittee
2020-02-24T02:30:40Z,overseeing
2020-02-24T02:30:39Z,failure
2020-02-24T02:30:39Z,civilian
2020-02-24T02:30:39Z,casualties
2020-02-24T02:30:39Z,robust
2020-02-24T02:30:39Z,national
2020-02-24T02:30:39Z,conversation
2020-02-24T02:30:39Z,force
2020-02-24T02:30:39Z,dangerous
2020-02-24T02:30:39Z,elizabethwarren
2020-02-24T02:28:57Z,voted
2020-02-24T02:28:57Z,elizabethwarren
2020-02-24T02:28:57Z,colorado
2020-02-24T02:28:57Z,primary
2020-02-24T02:28:57Z,candidate
2020-02-24T02:28:57Z,hope
2020-02-24T02:28:57Z,vote
2020-02-24T02:28:50Z,elizabethwarren
2020-02-24T02:28:50Z,lied
2020-02-24T02:28:50Z,native
2020-02-24T02:28:50Z,american
2020-02-24T02:28:50Z,age
2020-02-24T02:28:50Z,70
2020-02-24T02:28:50Z,republican
2020-02-24T02:28:50Z,age
2020-02-24T02:28:50Z,47
2020-02-24T02:28:50Z,player
2020-02-24T02:28:50Z,game
2020-02-24T02:28:50Z,wrote
2020-02-24T02:28:50Z,powwowchow
2020-02-24T02:28:50Z,cookbook
2020-02-24T02:28:50Z,accepting
2020-02-24T02:28:50Z,dark
2020-02-24T02:28:50Z,money
2020-02-24T02:28:50Z,super
2020-02-24T02:28:50Z,pacs
2020-02-24T02:28:33Z,voting
2020-02-24T02:28:33Z,elizabethwarren
2020-02-24T02:28:33Z,minnesota
2020-02-24T02:28:33Z,primary
2020-02-24T02:28:33Z,fearless
2020-02-24T02:28:33Z,generous
2020-02-24T02:28:33Z,loving
2020-02-24T02:28:33Z,vulnerable
2020-02-24T02:28:33Z,smart
2020-02-24T02:28:33Z,wonderful
2020-02-24T02:28:33Z,people
2020-02-24T02:28:33Z,warren2020
2020-02-24T02:28:21Z,voted
2020-02-24T02:28:21Z,elizabethwarren
2020-02-24T02:28:21Z,texas
2020-02-24T02:28:21Z,primary
2020-02-24T02:27:23Z,voting
2020-02-24T02:27:23Z,elizabethwarren
2020-02-24T02:27:23Z,ca
2020-02-24T02:27:23Z,primary
2020-02-24T02:26:47Z,i’m
2020-02-24T02:26:47Z,voting
2020-02-24T02:26:47Z,elizabethwarren
2020-02-24T02:26:47Z,president
2020-02-24T02:26:47Z,alabama
2020-02-24T02:26:47Z,primary
2020-02-24T02:26:47Z,warrenforthewin
2020-02-23T04:08:37Z,shit
2020-02-23T04:08:37Z,shit
2020-02-23T04:08:37Z,shit
2020-02-23T04:08:37Z,fight
2020-02-23T04:08:37Z,social
2020-02-23T04:08:37Z,anxiety
2020-02-23T04:08:37Z,sign
2020-02-23T04:08:37Z,canvass
2020-02-23T04:08:37Z,warren
2020-02-23T04:08:37Z,i’m
2020-02-23T04:08:37Z,corner
2020-02-23T04:08:37Z,it’s
2020-02-23T04:08:37Z,time
2020-02-23T04:08:37Z,fight
2020-02-23T04:08:37Z,teamwarren
2020-02-23T04:08:37Z,warrenforthewin
2020-02-23T04:08:37Z,elizabethwarren2020
2020-02-23T04:08:37Z,warren2020
2020-02-23T04:08:37Z,elizabethwarren
2020-02-24T02:26:19Z,bernie
2020-02-24T02:26:19Z,candidates
2020-02-24T02:26:19Z,obvs
2020-02-24T02:26:19Z,tulsi
2020-02-24T02:26:19Z,votebluenomatterwho
2020-02-24T02:26:19Z,nov
2020-02-24T02:26:19Z,tomorrow
2020-02-24T02:26:19Z,voting
2020-02-24T02:26:19Z,elizabeth
2020-02-24T02:26:19Z,warren
2020-02-24T02:26:19Z,ca
2020-02-24T02:26:19Z,primary
2020-02-24T02:26:19Z,spelled
2020-02-24T02:26:19Z,plans
2020-02-24T02:26:19Z,integrity
2020-02-24T02:26:19Z,elizabethwarren
2020-02-24T02:26:19Z,caprimary
2020-02-24T02:26:19Z,supertuesday
2020-02-24T02:26:08Z,i’m
2020-02-24T02:26:08Z,voting
2020-02-24T02:26:08Z,elizabethwarren
2020-02-24T02:26:08Z,presidentelizabethwarren
2020-02-24T02:02:15Z,voting
2020-02-24T02:02:15Z,elizabethwarren
2020-02-24T02:02:15Z,washington's
2020-02-24T02:02:15Z,presidential
2020-02-24T02:02:15Z,primary
2020-02-24T02:02:15Z,election
2020-02-24T02:25:12Z,voted
2020-02-24T02:25:12Z,elizabethwarren
2020-02-24T02:25:12Z,arizona
2020-02-24T02:25:12Z,primary
2020-02-24T02:24:54Z,voting
2020-02-24T02:24:54Z,lying
2020-02-24T02:24:54Z,incompetent
2020-02-24T02:24:54Z,elizabethwarren
2020-02-24T02:24:54Z,dog
2020-02-24T02:24:54Z,catcher
2020-02-24T02:24:19Z,elizabethwarren
